Product Name,Category,Specification,Price,Detailed Features
"Acer Nitro V15 ANV15-41-R8EY RTX 2050 Gaming Laptop 15.6"" FHD 165Hz",computers/laptops,AMD Ryzen 5 7535HS - 16GB RAM - 512GB SSD - Win 11 Home - 1yr warranty,"1,351.25",Acer Nitro V 15 AMD - Live for Victory
"Dell Latitude 3000 Series 3450 Business Laptop 14"" FHD AG",computers/laptops,Intel Core i5-1335U - 8GB RAM - 512GB SSD - Win 11 Pro - WiFi+BT - 1Y Basic Onsite Warranty,"1,353.79","14-inch laptop for intelligent performance. Featuring 13th Gen Intel Core.
Maximum productivity
13th Gen Intel Core U-series processors offer businesses the performance to create high-end content and run your day-to-day business applications.
Time saver
Effortlessly jumpstart your workflow with the Copilot Hardware Key on your device, saving you time by providing quick access to the tools you need to start your workday."
"HP 255 G10 15.6"" FHD",computers/laptops,AMD Ryzen 7 7730U - 16GB RAM - 1TB SSD - Win 11 Pro - AX WiFi 6 + BT5.3 - Webcam - 1yr PB warranty,"1,368.50",
"Lenovo IdeaPad Gaming 3 15ACH6 15.6"" FHD 60Hz RTX 2050 Gaming Laptop",computers/laptops,AMD Ryzen 5 5500H - 16GB RAM - 512GB SSD - Win 11 Home - 1yr PB warranty - AX WiFi 6 + BT5.1 - Webcam - USB-C - HDMI2.0 - RJ45,"1,380.00","Ultimate performance, uncompromised battery life"
"HP EliteBook 665 G11 Business Laptop 16"" WUXGA",computers/laptops,AMD Ryzen 5 7535U - 16GB RAM - 256GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - 3Y NBD Onsite Warranty,"1,380.00",
"HP Victus 15-fa0033dx RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 8GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"1,380.00",
"MSI Modern 14 H D13MG-066NZ 14"" FHD+ Laptop",computers/laptops,Intel Core i7-13620H - 16GB RAM - 512GB SSD - AX Wi-Fi 6 + BT5.2 - Webcam - Backlit Keyboard - Win 11 Home - 1YR Warranty,"1,388.98","Modern 14 H - D13M
- Intel® Core™ i7-13620H processor
- Windows 11 Home
- Up to Intel® Iris® Xe Graphics
- 14"" FHD+(1920x1200), 16:10, IPS-Level panel
- Eco-friendly design with PCR (Post-Consumer Recycled) plastic
- Meet MIL-STD-810H military grade standard
- Ultimate Connectivity with Thunderbolt™ 4
- Large touchpad and ergonomic back-light keyboard"
"Dell Inspiron 14 7000 series 7440 Flip 2in1 Laptop 14"" FHD+ Touch",computers/laptops,Intel Core i5-1334U - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6E + BT,"1,389.59","Designed for adaptability
No matter what adventure you chase, the 360° hinge gives you the flexibility to get things done, whether in tablet, tent, stand or laptop modes.
Built to perform
Wherever your day takes you, the latest Intel® Core™ processors and up to DDR5 memory brings power to your activities, while the slim design makes it easy to take your laptop along. When you do need to recharge, ExpressCharge will quickly charge your battery up to 80% power in just 60 minutes, keeping your day moving."
"Dell Latitude 3000 Series 3440 Laptop 14"" FHD",computers/laptops,Intel Core i5-1235U - 16GB RAM - 256GB SSD - Win 11 Pro - 1yr warranty - AX WiFi 6E + BT5.3 - Webcam,"1,396.43","Modern design to boost productivity
- Smaller, re-designed chassis featuring a new color and texture
- Generational improvement on keyboard with durable, laser-etched key prints and longer key travel for enhanced comfort.
- Upgraded clickpad with improved feel for a better experience.
Created for combining forces
- Intelligent Audio removes background noise and echoes on both ends of the call, and Voice Quality Monitoring lets you know when your voice quality is poor."
"MSI Thin 15 B12UC-1457NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"1,398.99",
"MSI Thin 15 B12UCX-1425NZ RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 8GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard - 1Y Warranty,"1,399.00",
"MSI Modern 14 F13MG-014NZ 14"" FHD Laptop",computers/laptops,Intel Core i7-1355U - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX Wi-Fi 6E + BT5.3,"1,399.00","Modern 14 F13M
- Intel® Core™ i7-1355U processor
- Windows 11 Home
- Support USB-C PD-charging
- Matrix Display supports up to 2 extra displays with USB-C and HDMI™
- Ultra-light 1.5kg, Ultra-slim 19.9mm
- Support Wi-Fi 6E
- 14"" FHD(1920x1080), IPS-Level panel
- Exclusive MSI AI Engine sense the user scenarios and adjust to the best performance mode
- 180° lay-flat and Flip-n-Share Design
- Hi-Res Audio certification"
"Acer Aspire 5 A515 15.6"" FHD",computers/laptops,Intel Core 7 150U - 16GB RAM - 1TB SSD - Win 11 Home - Wi-Fi 6E + BT 5.3,"1,403.28","Generous Storage and Powerful Processor
Helping you accomplish tasks with ease, the Acer Aspire 5 15.6-inch Core 7-150U/16GB/1TB SSD Laptop is powered by an Intel® Core™ Processor, up to 32 GB of LPDDR5 RAM, and a spacious 1TB M.2 SSD. In addition, the Intel® Unison™ can help keep you productive all day.
  Enhanced with AI
Integrated with user-centric AI features, like the Copilot in Windows key1,2, Acer PurifiedVoice™, and PurifiedView™ on a 1080p webcam and dual digital mics, the Acer Aspire 5 15.6-inch Laptop can help enhance your video call experience."
"ASUS Vivobook 17 D3704YA 17.3"" FHD AMD Ryzen 5 7430U - 16GB RAM - 512GB SSD - Win 11 Home",computers/laptops,- 1yr warranty - AC WiFi 5 + BT5.1 - Webcam - USB-C & HDMI1.4,"1,404.92","ASUS Vivobook 17X - Make a fresh start
Grab your Vivobook 17X and get things done! With the stunning 17-inch NanoEdge display and awe-inspiring DTS audio, Vivobook 17X immerses you in work or play. Powered by a speedy AMD Ryzen™ 5 7430U Processor, it makes your daily tasks smoother. Get ready to make a fresh start with Vivobook 17X!
  DISPLAY - Clear and sharp
Vivobook 17X delivers crisp and clear visuals from its three-sided slim-bezel NanoEdge display. The wide viewing angles give great image quality even for off-center viewing, and the TUV Rheinland eye-care certification ensures low blue-light levels that reduce the risk of eyestrain during long viewing sessions."
"Dell Latitude 5440 Business Laptop 14"" FHD",computers/laptops,Intel i5-1345U - 16GB RAM - 256GB SSD - Win 11 Pro - IR Cam - 1yr warranty,"1,408.75","Maximum performance and scalability
- Enable maximum productivity in more places and additional built-in hardware security with Intel, running on 13th Gen Intel® Core™ processors.
- Advanced thermals with larger fans that keep your device cool and quiet.
- Next-gen batteries with ExpressCharge analyse usage to extend run time and charge faster when you need a boost in power. Advanced Charge prevents overcharging to extend battery life.
  Ultimate security to work from anywhere"
"HP Victus 15-fa1302TX RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 8GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,418.46",
"HP Victus 15-fa1302TX RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 8GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,418.46",
"ASUS ExpertBook B1 B1402CVA-NK0780X 14"" FHD Intel Core i5-1335U - 16GB RAM - 256GB SSD - Win 11 Pro",computers/laptops,- AX WiFi 6E + BT5.3 - Webcam - USB-C - HDMI1.4 - 1Y Warranty,"1,433.94","Primed to perform.Configured for your business
Packed with business-friendly features and power, ASUS ExpertBook B1 is the ideal choice for ambitious firms and inspirational educational institutions. With a compact design, a bright, clear 14-inch display for vibrant visuals, plus impressive performance, enterprise-level security, military-grade durability, and extensive connectivity, ExpertBook B1 is the perfect portable partner to empower your business.
Compact design
Designed with a 14-inch NanoEdge display and 178° wide view, ExpertBook B1 is primed to empower productivity, in or out of the office.
Powerful performance"
"ASUS TUF Gaming A15 TUF506NFR RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,AMD Ryzen 7 7435HS - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6 + BT5.3 - Webcam - USB-C (with DP) - RJ45 - 1yr warranty,"1,437.50",ASUS TUF GAMING A15 - OUTLAST THE COMPETITION
"Dell Latitude 5000 Series 5540 Business Laptop 15.6"" FHD",computers/laptops,Intel Core i5-1345U vPro - 16GB RAM - 256GB SSD - Win 11 Pro - AX WiFi 6E + BT5 - FHD Camera - Backlit Keyboard - 1Y Warranty,"1,437.50","Maximum performance and scalability
- Enable maximum productivity in more places and additional built-in hardware security with Intel vPro®, running on 13th Gen Intel® Core™
- Advanced thermals with larger fans that keep your device cool and quiet
- Next-gen batteries with ExpressCharge analyse usage to extend run time and charge faster when you need a boost in power. Advanced Charge prevents overcharging to extend battery life
  Ultimate security to work from anywhere"
"ASUS Vivobook 15 OLED D1505YA 15.6"" 2.8K 120Hz",computers/laptops,AMD Ryzen 7 7730U - 16GB RAM - 512GB SSD - Win 11 Home - AC WiFi 5 + BT5.1 - Webcam - USB-C (with PD) - HDMI1.4,"1,455.99","ASUS Vivobook 15 OLED - Brighten your vision
Everything is smoother with the powerful ASUS Vivobook 15 OLED, the feature-packed laptop with a brilliant OLED display. And everything's easier too, thanks to user-friendly features including a 180° lay-flat hinge, a physical webcam shield and dedicated function keys to turn your mic on or off. Your health is in safe hands with ASUS Antimicrobial Guard Plus protecting frequently-touched surfaces, and the bigger touchpad is now more finger-friendly. Enjoy the smooth power of Vivobook 15 OLED!
  Display - Explore a vivid vision"
"ASUS Vivobook 15 X1504VA 15.6"" FHD Laptop",computers/laptops,Intel Core i7-1355U - 16GB RAM - 512GB SSD - AC WiFi 5 + BT4.1 - Webcam - HDMI1.4 - Win 11 Home - 1Y Warranty,"1,462.00","ASUS Vivobook 15 - Make every day your day
Turn everyday tasks into something special with Vivobook 15, your essential tool for getting things done easier, anywhere. It's completely user-friendly too, with its 180° lay-flat hinge and physical webcam shield. ASUS Antimicrobial Guard Plus protects frequently-touched surfaces from harmful bacteria, safeguarding your health. Make all your days more enjoyable with Vivobook 15!
  Performance - Power on tap
With Vivobook 15, you're always ready to take on any everyday task, whether it's work, play or entertainment. Whatever you need to achieve, there's always plenty of computing power on tap with up to the 13th Gen Intel® Core™ processor, 16 GB of fast memory, 512 GB of speedy SSD storage and comprehensive range of wireless connectivity up to WiFi 5 allows you to load online content in the blink of an eye."
"Dell Latitude 3000 Series 3550 Business Laptop 15.6"" FHD",computers/laptops,- Intel Core i5-1335U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,468.00","13th Gen Intel Core U-series processors offer businesses the performance to create high-end content and run your day-to-day business applications. Available on systems with Intel Core Ultra processors, enable optimized power efficiency and be ready to handle the next generation of AI workloads that businesses require to stay ahead of the game.
Time saver
Effortlessly jumpstart your workflow with the Copilot Hardware Key on your device, saving you time by providing quick access to the tools you need to start your workday.
Intelligent collaboration
Users enjoy smoother collaboration with AI-boosts that make Windows Studio Effects even better, with features like smart framing and noise suppression that don't impact overall system performance."
"HP 15s-fq5238TU 15.6"" FHD",computers/laptops,Intel Core i7-1255U - 16GB RAM - 512GB SSD - Win 11 Home S Mode - 1yr warranty - WiFi + BT - Webcam - USB-C (data only) - HDMI1.4b,"1,474.70",
"Lenovo IdeaPad Slim 5 14Q8X9 14"" WUXGA",computers/laptops,8 Core Qualcomm Snapdragon X Plus - 16GB RAM - 512GB SSD - Win 11 Home- 1Y Warranty - BE WiFi 7 & BT5.3 - IR Cam - USB4 (with PD & DP1.4),"1,482.03","Snapdragon® X Plus Platform
Snapdragon® X Plus Platform redefines possibilities with powerful performance, groundbreaking on-device AI, and lightning-fast connectivity with WiFi 7 for today's fast-paced lifestyle. Push your productivity to new heights in ultra-portable designs, backed up by days-long battery life.
  Sharper. Brighter. Better.
Dive into a visual spectacle like no other on our dazzling 14? 16:10 display-and slim, 4-side narrow bezels for maximum display real estate. Every pixel sings with Colour, enhancing work and play. Whether watching or creating content, rest easy without straining your eyes thanks to T�V Eyesafe® low blue light certification."
"Acer TravelMate Spin P4 Flip 2in1 Laptop 14"" WUXGA Touch",computers/laptops,Intel Core i5-1240P - 16GB RAM - 1TB SSD - Win 11 Home - 1yr warranty - AX WiFi 6E + BT5.2 - IR Cam - Thunderbolt4 - with Pen - MicroSD Card Reader - Backlit Keyboard,"1,488.10","Get a fresh perspective
Windows 11 provides a calm and creative space?where you can pursue your passion through a fresh experience. From a rejuvenated Start menu to new ways to connect to your favorite people, news, games and content.
  Boundless Performance
Experience unmatched adaptability with Intel's scalable client architecture. Game and multitask seamlessly on 12th Gen Intel Core mobile PCs, without any compromises."
"HP Victus 15-fa0033dx RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"1,491.55",
"MSI Modern 14 F13MG-014NZ 14"" FHD Laptop",computers/laptops,Intel Core i7-1355U - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX Wi-Fi 6E + BT5.3,"1,498.98","Modern 14 F13M
- Intel® Core™ i7-1355U processor
- Windows 11 Home
- Support USB-C PD-charging
- Matrix Display supports up to 2 extra displays with USB-C and HDMI™
- Ultra-light 1.5kg, Ultra-slim 19.9mm
- Support Wi-Fi 6E
- 14"" FHD(1920x1080), IPS-Level panel
- Exclusive MSI AI Engine sense the user scenarios and adjust to the best performance mode
- 180° lay-flat and Flip-n-Share Design
- Hi-Res Audio certification"
"MSI Thin 15 B12UCX-1425NZ RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard - 1Y Warranty,"1,499.00",
"MSI Modern 15 F13MG-010NZ 15.6"" FHD Laptop",computers/laptops,Intel Core i7-1355U - 16GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX Wi-Fi 6E + BT5.3,"1,499.00","Modern 15 F13M
- Intel® Core™ i7-1355U processor
- Windows 11 Home
- Support USB-C PD-charging
- Matrix Display supports up to 2 extra displays with USB-C and HDMI™
- Ultra-light 1.7kg, Ultra-slim 19.9mm
- Support Wi-Fi 6E
- 15.6"" FHD(1920x1080), IPS-Level panel
- Exclusive MSI AI Engine sense the user scenarios and adjust to the best performance mode
- 180° lay-flat and Flip-n-Share Design
- Hi-Res Audio certification"
"HP Victus 15-fa1302TX RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,513.95",
"HP 255 G10 15.6"" FHD",computers/laptops,AMD Ryzen 7 7730U - 32GB RAM - 1TB SSD - Win 11 Pro - AX WiFi 6 + BT5.3 - Webcam - 1yr PB warranty,"1,519.53",
"Lenovo ThinkBook 14 G8 14"" WUXGA",computers/laptops,Intel Core Ultra 5 225U - 32GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - IR Cam - Thunderbolt4 (with PD & DP2.1) - HDMI2.1 - 1yr Onsite warranty,"1,524.00","Designed to cater to the modern demands of SMBs and power users, the Lenovo ThinkBook 14 Gen 8 laptop harnesses the power of an Intel® Core™ processor to elevate daily performance. Its impressive computational power streamlines complex data tasks while adaptive AI features boost power efficiency under high-demand workloads for efficient computing.
Thin, Durable, and Ready to Go!
Discover the ease of portability with the ThinkBook 14 Gen 8's slim, lightweight profile. Its durable aluminum construction and flexible design make it ideal for working in a variety of settings. The ultra-thin bezels amplify screen space, allowing for an exceptional experience - whether working on presentations or live streaming.
A Feast for Your Senses"
"Lenovo ThinkBook 16 G7 16"" WUXGA Laptop",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 256GB SSD - Windows 11 Pro - 1Y Onsite Warranty,"1,536.00","Power Up your Productive Edge
The ThinkBook 16 Gen 7 is ideal for SMB owners, power users, and professionals on the go. Powered by Intel® Core™ Ultra processors, this 16? laptop taps into unmatched AI-assisted productivity and allows you to handle everything from data analysis to content creation with ease. Plus, enjoy optimised performance with dedicated AI engines, including the low-power neural processing unit (NPU) that enables you to do more, unplugged.
  Fast Access, Full Protection"
"HP Victus 15-fb1004ax 15.6"" FHD 144Hz RTX 2050 Gaming Laptop",computers/laptops,AMD Ryzen 5 7535HS - 32GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,546.00",
"HP Victus 15-fb1004ax 15.6"" FHD 144Hz RTX 2050 Gaming Laptop",computers/laptops,AMD Ryzen 5 7535HS - 32GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,546.00",
"MSI Thin 15 B12UC-1457NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"1,548.98",
"Lenovo LOQ 15IAX9E RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450HX - 12GB RAM - 512GB SSD - AX WiFi6 + BT5.2 - USB-C (Data Only) - HDMI2.1 - RJ45,"1,551.92",IMMERSE YOURSELF IN THE ACTION - Gaming With Stunning Clarity
"MSI Thin 15 B12UC-1457NZ RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard,"1,558.99",
"Apple MacBook Air 13"" Laptop with M2 Chip - Midnight",computers/laptops,"16GB RAM - 256GB SSD - 8-Core CPU - 8-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera","1,566.99",
"Apple MacBook Air 13"" Laptop with M2 Chip - Starlight",computers/laptops,"16GB RAM - 256GB SSD - 8-Core CPU - 8-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad","1,566.99",
"ASUS TUF Gaming A15 TUF506NFR RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,AMD Ryzen 7 7435HS - 32GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6 + BT5.3 - Webcam - USB-C (with DP) - RJ45 - 1yr warranty,"1,567.93",ASUS TUF GAMING A15 - OUTLAST THE COMPETITION
"Dell Latitude 5000 Series 5540 Business Laptop 15.6"" FHD",computers/laptops,Intel Core i5-1345U vPro - 16GB RAM - 512G SSD (256GB x2) - Win 11 Pro - AX WiFi 6E + BT5 - FHD Camera - Backlit Keyboard - 1Y Warranty,"1,568.19","Maximum performance and scalability
- Enable maximum productivity in more places and additional built-in hardware security with Intel vPro®, running on 13th Gen Intel® Core™
- Advanced thermals with larger fans that keep your device cool and quiet
- Next-gen batteries with ExpressCharge analyse usage to extend run time and charge faster when you need a boost in power. Advanced Charge prevents overcharging to extend battery life
  Ultimate security to work from anywhere"
"ASUS ExpertBook B1 B1402CVA-EB0134X 14"" FHD Intel Core i5-1335U - 16GB RAM - 512GB SSD - Win 11 Pro",computers/laptops,- AX WiFi 6E + BT5.3 - Webcam - USB-C - HDMI1.4 - 1Y Warranty,"1,579.49","Primed to perform. Configured for your business
Packed with business-friendly features and power, ASUS ExpertBook B1 is the ideal choice for ambitious firms and inspirational educational institutions. With a compact design, a bright, clear 14-inch display for vibrant visuals, plus impressive performance, enterprise-level security, military-grade durability, and extensive connectivity, ExpertBook B1 is the perfect portable partner to empower your business.
Compact design
Designed with a 14-inch NanoEdge display and 178° wide view, ExpertBook B1 is primed to empower productivity, in or out of the office.
Powerful performance"
"HP Victus 15-fa1302TX RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,595.99",
"HP EliteBook 665 G11 Business Laptop 16"" WUXGA",computers/laptops,AMD Ryzen 5 7535U - 16GB RAM - 500GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - 3Y NBD Onsite Warranty,"1,598.50",
"MSI Thin 15 B12UCX-1425NZ RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 32GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - Blue Backlit Keyboard - 1Y Warranty,"1,598.99",
"HP Victus 15-fa0004TX RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"1,598.99",
"ASUS Vivobook 17 D3704YA 17.3"" FHD",computers/laptops,AMD Ryzen 7 7730U - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6 + BT5 - Webcam - USB-C & HDMI1.4,"1,598.99","ASUS Vivobook 17X - Make a fresh start
Grab your Vivobook 17X and get things done! With stunning 17-inch NanoEdge display and awe-inspiring DTS audio, Vivobook 17X immerses yourself in working or playing. Powered by a speedy AMD Ryzen™ 7 7730U Processor, it makes your daily tasks even smoother. Get ready to make a fresh start with Vivobook 17X!
  DISPLAY - Clear and sharp
Vivobook 17X delivers crisp and clear visuals from its three-sided slim-bezel NanoEdge display. The wide viewing angles give great image quality even for off-center viewing, and the TUV Rheinland eye-care certification ensures low blue-light levels that reduce the risk of eyestrain during long viewing sessions."
"ASUS Vivobook 17 D1807HA 18.4"" WUXGA 144Hz",computers/laptops,AMD Ryzen 7 260 - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi6 + BT5.3 - Webcam - USB-C (with PD & DP) - HDMI2.1 TMDS,"1,598.99","ASUS Vivobook - More Intelligent, More Productive, More Secure
  Performance - More productive
The ASUS Vivobook is your ultimate tool for tackling any task with ease. Equipped with a powerful AMD Ryzen™ 7 260 processor and blazing-fast Wi-Fi 6. With 16 GB of RAM and a spacious 512 GB SSD, you'll enjoy lightning-fast performance and ample storage for everything you need.
Experience a significant upgrade in performance with increased CPU wattage, now up to 35W. Enhanced heat pipe technology and a taller fan design improve airflow, ensuring cooler and more stable operation under heavy loads."
"HP Victus 15-fa0004TX RTX 3050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI 2.1,"1,598.99",
"ASUS Vivobook 17 D3704YA 17.3"" FHD",computers/laptops,AMD Ryzen 7 7730U - 16GB RAM - 512GB SSD - Win 11 Home - AX WiFi 6 + BT5 - Webcam - USB-C & HDMI1.4,"1,598.99","ASUS Vivobook 17X - Make a fresh start
Grab your Vivobook 17X and get things done! With stunning 17-inch NanoEdge display and awe-inspiring DTS audio, Vivobook 17X immerses yourself in working or playing. Powered by a speedy AMD Ryzen™ 7 7730U Processor, it makes your daily tasks even smoother. Get ready to make a fresh start with Vivobook 17X!
  DISPLAY - Clear and sharp
Vivobook 17X delivers crisp and clear visuals from its three-sided slim-bezel NanoEdge display. The wide viewing angles give great image quality even for off-center viewing, and the TUV Rheinland eye-care certification ensures low blue-light levels that reduce the risk of eyestrain during long viewing sessions."
"Acer NZ Remanufactured NX.AU6SA.006 14"" FHD RTX 3050 Gaming Laptop",computers/laptops,AMD Ryzen 7 5800U - 16GB RAM - 512GB SSD - NVIDIA GeForce RTX3050 4GB - AX WiFi 6 + BT - Webcam - USB-C - HDMI2.0 - Backlit Keyboard - Win 11 Home - Acer / Local 1Y Warranty,"1,600.71",
"HP Victus 15-fa1302TX RTX 2050 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i5-12450H - 16GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.3 - Webcam - USB-C (DP1.4) - HDMI2.1 - RJ45,"1,603.94",
"HP ProBook 440 G11 Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 5-125U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,605.40",
"ASUS Vivobook 15 OLED D1505YA 15.6"" 2.8K 120Hz",computers/laptops,AMD Ryzen 7 7730U - 40GB RAM - 512GB SSD - Win 11 Home - AC WiFi 5 + BT5.1 - Webcam - USB-C (with PD) - HDMI1.4 - 1Y Warranty,"1,608.85","ASUS Vivobook 15 OLED - Brighten your vision
Everything is smoother with the powerful ASUS Vivobook 15 OLED, the feature-packed laptop with a brilliant OLED display. And everything's easier too, thanks to user-friendly features including a 180° lay-flat hinge, a physical webcam shield and dedicated function keys to turn your mic on or off. Your health is in safe hands with ASUS Antimicrobial Guard Plus protecting frequently-touched surfaces, and the bigger touchpad is now more finger-friendly. Enjoy the smooth power of Vivobook 15 OLED!
  Display - Explore a vivid vision"
"HP ProBook 445 G11 Business Laptop 14"" WUXGA Touch",computers/laptops,AMD Ryzen 5 7535U - 16GB RAM - 256GB SSD - Win 11 Pro - 1Y Onsite Warranty,"1,609.00",
"Acer TravelMate TMP216-51G-55ER RTX 2050 Gaming Laptop 16"" WUXGA Intel Core i5-1335U - 16GB RAM",computers/laptops,- 512GB SSD - Win 11 Pro - AX WiFi 6 + BT5.2 - Webcam - HDMI - 3Y Warranty,"1,647.00",
"MSI Modern 15 F13MG-010NZ 15.6"" FHD Laptop",computers/laptops,Intel Core i7-1355U - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX Wi-Fi 6E + BT5.3,"1,649.00","Modern 15 F13M
- Intel® Core™ i7-1355U processor
- Windows 11 Home
- Support USB-C PD-charging
- Matrix Display supports up to 2 extra displays with USB-C and HDMI™
- Ultra-light 1.7kg, Ultra-slim 19.9mm
- Support Wi-Fi 6E
- 15.6"" FHD(1920x1080), IPS-Level panel
- Exclusive MSI AI Engine sense the user scenarios and adjust to the best performance mode
- 180° lay-flat and Flip-n-Share Design
- Hi-Res Audio certification"
"Dynabook Portege X30W-K Business Laptop 13.3"" FHD Touch",computers/laptops,Intel Core i5-1240P - 16GB RAM - 256GB SSD - Win 10 Pro (Win 11 Pro Lic) - AX WiFi 6E + BT5.2 - IR Cam - Thunderbolt 4 (PD & DP) - HDMI2.0 - MicroSD Reader - with Pen - 3Y Warranty,"1,653.12","Meet the new benchmark
The Intel® Evo™ classification* isn't just a technical spec. It's a vision for how mobile computing should empower the way you work today. Lightning responsiveness, beyond all-day battery life, super-fast charging, reliable Instant Wake and a versatile design - all come together to support how you produce, create and collaborate. At dynabook we drive the evolution of innovation, and that's why the Portege X30W represents Intel's vision made reality. It meets and exceeds the above capabilities - sub-1s wake time, up to 40% charge in 30 minutes, unstoppable performance from a 28W version of the 12th Gen Intel® Core™ processors - and wraps it all into a flexible package that weighs less than 1kg. *Intel® Evo™ classification available on selected models."
